user_id,user_type,group,gender,age
U4966,신규 고객,A,남성,33
U4967,신규 고객,A,남성,41
U4968,신규 고객,B,여성,26
U4969,신규 고객,A,여성,31
U4970,신규 고객,A,남성,26
U4971,신규 고객,B,남성,20
U4972,신규 고객,A,남성,24
U4973,신규 고객,A,남성,56
U4974,신규 고객,A,남성,20
U4975,신규 고객,B,남성,38
U4976,신규 고객,A,남성,28
U4977,신규 고객,B,여성,36
U4978,신규 고객,B,남성,25
U4979,신규 고객,B,남성,20
U4980,신규 고객,B,여성,34
U4981,신규 고객,B,여성,31
U4982,신규 고객,A,남성,25
U4983,신규 고객,A,남성,32
U4984,신규 고객,B,남성,34
U4985,신규 고객,A,여성,39
U4986,신규 고객,A,남성,37
U4987,신규 고객,B,여성,38
U4988,신규 고객,A,여성,31
U4989,신규 고객,A,남성,32
U4990,신규 고객,B,여성,39
U4991,신규 고객,B,남성,38
U4992,신규 고객,B,남성,42
U4993,신규 고객,A,여성,23
U4994,신규 고객,A,여성,35
U4995,신규 고객,B,남성,29
U4996,신규 고객,B,남성,46
U4997,신규 고객,A,여성,21
U4998,신규 고객,B,남성,31
U4999,신규 고객,B,여성,27
U5000,신규 고객,B,남성,41
